Trade #,Buy Amount (INR),Sell Gross (INR),Fee (INR),Sell After Fee (INR),Net Profit (INR),Total Capital (INR),Growth (%)
769,4167206.87,4250551.01,217.61,4250333.4,83126.53,8375756.72,418787.84
770,4208878.94,4293056.52,219.54,4292836.98,83958.03,8459714.76,422985.74
771,4250967.73,4335987.09,221.5,4335765.59,84797.85,8544512.61,427225.63
772,4293477.41,4379346.96,223.47,4379123.48,85646.07,8630158.69,431507.93
773,4336412.18,4423140.43,225.47,4422914.96,86502.77,8716661.46,435833.07
774,4379776.3,4467371.83,227.48,4467144.35,87368.04,8804029.5,440201.48
775,4423574.07,4512045.55,229.52,4511816.03,88241.96,8892271.46,444613.57
776,4467809.81,4557166.0,231.57,4556934.43,89124.62,8981396.09,449069.8
777,4512487.91,4602737.66,233.65,4602504.01,90016.11,9071412.19,453570.61
778,4557612.79,4648765.04,235.75,4648529.29,90916.51,9162328.7,458116.44
779,4603188.91,4695252.69,237.86,4695014.83,91825.91,9254154.62,462707.73
780,4649220.8,4742205.22,240.0,4741965.22,92744.41,9346899.03,467344.95
781,4695713.01,4789627.27,242.16,4789385.11,93672.1,9440571.13,472028.56
782,4742670.14,4837523.54,244.34,4837279.2,94609.06,9535180.19,476759.01
783,4790096.84,4885898.78,246.55,4885652.23,95555.39,9630735.58,481536.78
784,4837997.81,4934757.77,248.77,4934508.99,96511.18,9727246.76,486362.34
785,4886377.79,4984105.34,251.02,4983854.32,97476.53,9824723.29,491236.16
786,4935241.57,5033946.4,253.29,5033693.11,98451.54,9923174.83,496158.74
787,4984593.98,5084285.86,255.58,5084030.28,99436.3,10022611.13,501130.56
788,5034439.92,5135128.72,257.9,5134870.82,100430.9,10123042.03,506152.1
789,5084784.32,5186480.01,260.24,5186219.77,101435.45,10224477.47,511223.87
790,5135632.16,5238344.81,262.6,5238082.21,102450.04,10326927.52,516346.38
791,5186988.49,5290728.26,264.99,5290463.27,103474.78,10430402.3,521520.11
792,5238858.37,5343635.54,267.4,5343368.14,104509.77,10534912.07,526745.6
793,5291246.95,5397071.89,269.83,5396802.06,105555.11,10640467.18,532023.36
794,5344159.42,5451042.61,272.29,5450770.32,106610.9,10747078.07,537353.9
795,5397601.02,5505553.04,274.77,5505278.27,107677.25,10854755.32,542737.77
796,5451577.03,5560608.57,277.28,5560331.29,108754.26,10963509.58,548175.48
797,5506092.8,5616214.65,279.81,5615934.84,109842.04,11073351.63,553667.58
798,5561153.73,5672376.8,282.37,5672094.43,110940.7,11184292.33,559214.62
799,5616765.26,5729100.57,284.95,5728815.61,112050.35,11296342.68,564817.13
800,5672932.92,5786391.58,287.56,5786104.01,113171.09,11409513.77,570475.69
801,5729662.25,5844255.49,290.2,5843965.29,114303.04,11523816.82,576190.84
802,5786958.87,5902698.05,292.86,5902405.18,115446.32,11639263.13,581963.16
803,5844828.46,5961725.03,295.55,5961429.48,116601.02,11755864.15,587793.21
804,5903276.74,6021342.28,298.27,6021044.01,117767.27,11873631.42,593681.57
805,5962309.51,6081555.7,301.01,6081254.69,118945.18,11992576.6,599628.83
806,6021932.6,6142371.26,303.78,6142067.48,120134.87,12112711.47,605635.57
807,6082151.93,6203794.97,306.58,6203488.39,121336.46,12234047.94,611702.4
808,6142973.45,6265832.92,309.4,6265523.52,122550.07,12356598.0,617829.9
809,6204403.18,6328491.25,312.26,6328178.99,123775.81,12480373.81,624018.69
810,6266447.22,6391776.16,315.14,6391461.02,125013.81,12605387.61,630269.38
811,6329111.69,6455693.92,318.05,6455375.87,126264.18,12731651.8,636582.59
812,6392402.8,6520250.86,320.99,6519929.87,127527.07,12859178.86,642958.94
813,6456326.83,6585453.37,323.96,6585129.41,128802.58,12987981.44,649399.07
814,6520890.1,6651307.9,326.96,6650980.94,130090.84,13118072.28,655903.61
815,6586099.0,6717820.98,329.99,6717490.99,131391.99,13249464.27,662473.21
816,6651959.99,6784999.19,333.05,6784666.14,132706.15,13382170.42,669108.52
817,6718479.59,6852849.18,336.14,6852513.04,134033.45,13516203.87,675810.19
818,6785664.39,6921377.68,339.26,6921038.41,135374.03,13651577.9,682578.89
819,6853521.03,6990591.45,342.41,6990249.04,136728.01,13788305.9,689415.3
820,6922056.24,7060497.37,345.6,7060151.77,138095.53,13926401.43,696320.07
821,6991276.8,7131102.34,348.81,7130753.53,139476.72,14065878.15,703293.91
822,7061189.57,7202413.36,352.06,7202061.3,140871.73,14206749.88,710337.49
823,7131801.47,7274437.5,355.34,7274082.15,142280.69,14349030.57,717451.53
824,7203119.48,7347181.87,358.66,7346823.22,143703.73,14492734.3,724636.71
825,7275150.68,7420653.69,362.0,7420291.69,145141.01,14637875.31,731893.77
826,7347902.18,7494860.23,365.38,7494494.84,146592.66,14784467.97,739223.4
827,7421381.21,7569808.83,368.8,7569440.03,148058.83,14932526.79,746626.34
828,7495595.02,7645506.92,372.25,7645134.67,149539.66,15082066.45,754103.32
829,7570550.97,7721961.99,375.73,7721586.26,151035.29,15233101.74,761655.09
830,7646256.48,7799181.61,379.25,7798802.36,152545.88,15385647.63,769282.38
831,7722719.04,7877173.42,382.8,7876790.63,154071.58,15539719.21,776985.96
832,7799946.23,7955945.16,386.39,7955558.77,155612.54,15695331.75,784766.59
833,7877945.7,8035504.61,390.01,8035114.6,157168.9,15852500.65,792625.03
834,7956725.15,8115859.66,393.67,8115465.99,158740.83,16011241.49,800562.07
835,8036292.4,8197018.25,397.37,8196620.89,160328.48,16171569.97,808578.5
836,8116655.33,8278988.44,401.1,8278587.34,161932.01,16333501.98,816675.1
837,8197821.88,8361778.32,404.87,8361373.45,163551.57,16497053.54,824852.68
838,8279800.1,8445396.1,408.68,8444987.42,165187.32,16662240.86,833112.04
839,8362598.1,8529850.06,412.53,8529437.54,166839.44,16829080.3,841454.02
840,8446224.08,8615148.56,416.41,8614732.15,168508.07,16997588.37,849879.42
841,8530686.32,8701300.05,420.34,8700879.71,170193.39,17167781.76,858389.09
842,8615993.19,8788313.05,424.3,8787888.75,171895.56,17339677.33,866983.87
843,8702153.12,8876196.18,428.3,8875767.88,173614.76,17513292.09,875664.6
844,8789174.65,8964958.14,432.35,8964525.8,175351.15,17688643.23,884432.16
845,8877066.4,9054607.72,436.43,9054171.3,177104.9,17865748.13,893287.41
846,8965837.06,9145153.8,440.55,9144713.25,178876.19,18044624.32,902231.22
847,9055495.43,9236605.34,444.72,9236160.62,180665.19,18225289.51,911264.48
848,9146050.39,9328971.39,448.93,9328522.47,182472.08,18407761.59,920388.08
849,9237510.89,9422261.11,453.17,9421807.93,184297.04,18592058.64,929602.93
850,9329886.0,9516483.72,457.47,9516026.25,186140.25,18778198.89,938909.94
851,9423184.86,9611648.56,461.8,9611186.75,188001.9,18966200.79,948310.04
852,9517416.71,9707765.04,466.18,9707298.86,189882.15,19156082.94,957804.15
853,9612590.87,9804842.69,470.6,9804372.09,191781.22,19347864.16,967393.21
854,9708716.78,9902891.12,475.07,9902416.05,193699.27,19541563.43,977078.17
855,9805803.95,10001920.03,479.58,10001440.45,195636.5,19737199.93,986860.0
856,9903861.99,10101939.23,484.13,10101455.1,197593.11,19934793.03,996739.65
